orderName,familyName,IUCN SciName,NLSK SciName,EltonTraits SciName,JAVIAN SciName,English Common Name,Korean Common Name,Diet-Inv (%),Diet-Vert (%),Diet-Herptile (%),Diet-Fish (%),Diet-GerUnk (%),Diet-Scav (%),Diet-Fruit (%),Diet-Nect (%),Diet-Seed (%),Diet-PlantO (%),For-watbelowsurf (%),For-wataroundsurf (%),For-ground (%),For-understory (%),For-midhigh (%),For-canopy (%),For-aerial (%),For-PelagicSpecialist (%),For-Nocturnal (%),Mp-BodyMass-Value (g),H-Urban (binary),H-Agricultural (binary),H-Coast (binary),H-LakeRiver (binary),H-Wetland (binary),H-GrassShrub (binary),H-Forest (binary),H-MountainAlpin (binary),N-Ground (binary),N-GrassShrub (binary),N-Tree (binary),N-TreeHole (binary),N-CliffCave (binary),N-Waterlevel (binary),N-Artificial (binary),N-Pararsitize (binary),N-Reuse (binary),Ref,,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Circus melanoleucos,Circus melanoleucos,Circus melanoleucos,Circus melanoleucos,Pied Harrier,알락개구리매,10,80,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,336.3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Circus spilonotus,Circus spilonotus,Circus spilonotus,Circus spilonotus,Eastern Marsh-harrier,개구리매,0,80,10,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,558.78,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Clanga clanga,Aquila clanga,Aquila clanga,Aquila clanga,Greater Spotted Eagle,항라머리검독수리,10,30,30,20,0,10,0,0,0,0,0,0,50,20,30,0,0,0,0,2154.29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,#N/A,Bearded Vulture,수염수리,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,5694.98,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1,28",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Gyps himalayensis,Gyps himalayensis,Gyps himalayensis,#N/A,Himalayan Griffon,고산대머리수리,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,9797.95,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"1,29",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,White-tailed Sea-Eagle,흰꼬리수리,0,30,0,40,0,30,0,0,0,0,0,50,20,0,20,0,10,0,0,4729.27,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus pelagicus,Haliaeetus pelagicus,Haliaeetus pelagicus,Haliaeetus pelagicus,Steller's Sea-eagle,참수리,0,0,0,60,0,40,0,0,0,0,0,80,20,0,0,0,0,0,0,7756.99,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Hieraaetus pennatus,Hieraaetus pennatus,Hieraaetus pennatus,#N/A,Booted Eagle,흰점어깨수리,10,90,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,823.75,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"1,31,102",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Milvus migrans,Milvus migrans,Milvus migrans,Milvus migrans,Black Kite,솔개,0,10,10,10,0,70,0,0,0,0,0,20,60,0,0,0,20,0,0,734.1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus nipalensis,Spizaetus nipalensis,Nisaetus nipalensis,Nisaetus nipalensis,Mountain Hawk-eagle,뿔매,0,80,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,3004.99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Pernis ptilorhynchus,Pernis ptilorhynchus,Pernis ptilorhyncus,Pernis ptilorhynchus,Oriental Honey-buzzard,벌매,80,10,10,0,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,1141.13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,ACCIPITRIDAE,Spilornis cheela,Spilornis cheela,Spilornis cheela,Spilornis cheela,Crested Serpent-eagle,관수리,10,20,60,10,0,0,0,0,0,0,0,0,50,0,25,25,0,0,0,597.74,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"1,2",,,,,,,,
ACCIPITRIFORMES,PANDIONIDAE,Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,Osprey,물수리,0,0,0,100,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,1483.2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Aix galericulata,Aix galericulata,Aix galericulata,Aix galericulata,Mandarin Duck,원앙,20,0,0,10,0,0,0,0,40,30,0,100,0,0,0,0,0,0,0,567.04,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anas acuta,Anas acuta,Anas acuta,Anas acuta,Northern Pintail,고방오리,20,0,0,0,10,0,0,0,20,50,0,70,30,0,0,0,0,0,0,944.62,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anas carolinensis,Anas carolinensis,Anas crecca,Anas crecca,Green-winged Teal,미국쇠오리,30,0,0,0,0,0,0,0,20,50,0,100,0,0,0,0,0,0,0,341.89,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anas crecca,Anas crecca,Anas crecca,Anas crecca,Common Teal,쇠오리,30,0,0,0,0,0,0,0,20,50,0,100,0,0,0,0,0,0,0,341.89,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,Mallard,청둥오리,40,0,10,10,0,0,0,0,20,20,20,60,20,0,0,0,0,0,0,843.42,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anas poecilorhyncha,Anas poecilorhyncha,Anas poecilorhyncha,Anas poecilorhyncha,Indian Spot-billed Duck,흰뺨검둥오리,10,0,0,0,0,0,0,0,30,60,0,50,50,0,0,0,0,0,0,999.96,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anas rubripes,Anas rubripes,Anas rubripes,#N/A,American Black Duck,미국오리,40,0,0,0,0,0,0,0,30,30,20,80,0,0,0,0,0,0,0,1240.96,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,6",,,,,,,,
ANSERIFORMES,ANATIDAE,Anser albifrons,Anser albifrons,Anser albifrons,Anser albifrons,Greater White-fronted Goose,쇠기러기,0,0,0,0,0,0,10,0,0,90,0,20,80,0,0,0,0,0,0,2506.39,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anser anser,Anser anser,Anser anser,Anser anser,Greylag Goose,회색기러기,0,0,0,0,0,0,10,0,10,80,0,20,80,0,0,0,0,0,0,3302.41,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anser caerulescens,Anser caerulescens,Chen caerulescens,Anser caerulescens,Snow Goose,흰기러기,0,0,0,0,0,0,0,0,10,90,0,20,80,0,0,0,0,0,0,2636.15,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anser canagicus,Anser canagicus,Chen canagica,Anser canagicus,Emperor Goose,흰머리기러기,10,0,0,0,0,0,20,0,0,70,0,20,80,0,0,0,0,0,0,2136.49,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anser cygnoid,Anser cygnoides,Anser cygnoides,Anser cygnoides,Swan Goose,개리,0,0,0,0,0,0,0,0,0,100,0,20,80,0,0,0,0,0,0,3511.94,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anser erythropus,Anser erythropus,Anser erythropus,Anser erythropus,Lesser White-fronted Goose,흰이마기러기,0,0,0,0,0,0,0,0,0,100,0,20,80,0,0,0,0,0,0,1755.5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anser fabalis,Anser fabalis,Anser fabalis,Anser fabalis,Bean Goose,큰기러기,0,0,0,0,0,0,20,0,0,80,0,20,80,0,0,0,0,0,0,2754.73,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Anser indicus,Anser indicus,Anser indicus,#N/A,Bar-headed Goose,줄기러기,0,0,0,0,0,0,0,0,0,100,0,20,80,0,0,0,0,0,0,2212.55,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,"1,4",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya affinis,Aythya affinis,Aythya affinis,Aythya affinis,Lesser Scaup,쇠검은머리흰죽지,20,0,0,0,0,0,0,0,30,50,100,0,0,0,0,0,0,0,0,819.45,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,"1, 2, 124",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya americana,Aythya americana,Aythya americana,Aythya americana,Redhead,미국흰죽지,10,0,0,0,0,0,0,0,20,70,50,50,0,0,0,0,0,0,0,1075.69,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya baeri,Aythya baeri,Aythya baeri,Aythya baeri,Baer's Pochard,붉은가슴흰죽지,20,0,0,0,20,0,0,0,10,50,100,0,0,0,0,0,0,0,0,681.23,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya collaris,Aythya collaris,Aythya collaris,Aythya collaris,Ring-necked Duck,북미댕기흰죽지,20,0,0,0,0,0,0,0,20,60,0,100,0,0,0,0,0,0,0,704.55,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,"1,2,125",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya ferina,Aythya ferina,Aythya ferina,Aythya ferina,Common Pochard,흰죽지,10,0,10,10,0,0,0,0,20,50,50,50,0,0,0,0,0,0,0,822.99,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya fuligula,Aythya fuligula,Aythya fuligula,Aythya fuligula,Tufted Duck,댕기흰죽지,50,0,0,0,0,10,0,0,20,20,60,40,0,0,0,0,0,0,0,701.17,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya marila,Aythya marila,Aythya marila,Aythya marila,Greater Scaup,검은머리흰죽지,80,0,0,0,0,0,0,0,10,10,80,20,0,0,0,0,0,0,0,1005.37,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya nyroca,Aythya nyroca,Aythya nyroca,Aythya nyroca,Ferruginous Duck,적갈색흰죽지,10,0,10,10,0,0,0,0,20,50,50,50,0,0,0,0,0,0,0,574,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya valisineria,Aythya valisineria,Aythya valisineria,Aythya valisineria,Canvasback,큰흰죽지,10,0,0,10,0,0,0,0,20,60,60,40,0,0,0,0,0,0,0,1202,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Branta bernicla,Branta bernicla,Branta bernicla,Branta bernicla,Brent Goose,흑기러기,0,0,0,0,0,0,0,0,0,100,0,40,60,0,0,0,0,0,0,1277.91,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Branta canadensis,Branta canadensis,Branta canadensis,Branta canadensis,Canada Goose,캐나다기러기,0,0,0,0,0,0,10,0,0,90,0,40,60,0,0,0,0,0,0,2811.68,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Branta ruficollis,Branta ruficollis,Branta ruficollis,#N/A,Red-breasted Goose,붉은가슴기러기,0,0,0,0,0,0,0,0,0,100,0,20,80,0,0,0,0,0,0,1226.47,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,"1, 116, 117",,,,,,,,
ANSERIFORMES,ANATIDAE,Bucephala albeola,Bucephala albeola,Bucephala albeola,Bucephala albeola,Bufflehead,꼬마오리,70,0,0,20,0,0,0,0,10,0,100,0,0,0,0,0,0,0,0,397.46,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"1, 2",,,,,,,,
ANSERIFORMES,ANATIDAE,Bucephala clangula,Bucephala clangula,Bucephala clangula,Bucephala clangula,Common Goldeneye,흰뺨오리,70,0,0,10,0,0,0,0,10,10,80,20,0,0,0,0,0,0,0,918.56,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Bucephala islandica,Bucephala islandica,Bucephala islandica,#N/A,Barrow's Goldeneye,북방흰뺨오리,80,0,0,0,0,0,0,0,10,10,80,20,0,0,0,0,0,0,0,921.21,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,"1,8",,,,,,,,
ANSERIFORMES,ANATIDAE,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,Long-tailed Duck,바다꿩,80,0,0,0,0,0,10,0,0,10,100,0,0,0,0,0,0,0,0,871,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,Tundra Swan,고니,0,0,0,0,0,0,0,0,0,100,0,50,50,0,0,0,0,0,0,6377.96,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,Whooper Swan,큰고니,0,0,0,0,0,0,0,0,0,100,0,80,20,0,0,0,0,0,0,9349.99,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Cygnus olor,Cygnus olor,Cygnus olor,Cygnus olor,Mute Swan,혹고니,10,0,10,0,0,0,0,0,0,80,0,100,0,0,0,0,0,0,0,10682.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,Harlequin Duck,흰줄박이오리,100,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,561.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Mareca americana,Anas americana,Anas americana,Anas americana,American Wigeon,아메리카홍머리오리,0,0,0,0,0,0,0,0,0,100,0,50,50,0,0,0,0,0,0,754.61,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Mareca falcata,Anas falcata,Anas falcata,Anas falcata,Falcated Duck,청머리오리,10,0,0,0,0,0,0,0,30,60,0,70,30,0,0,0,0,0,0,645.83,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Mareca penelope,Anas penelope,Anas penelope,Anas penelope,Eurasian Wigeon,홍머리오리,0,0,0,0,0,0,0,0,20,80,0,50,50,0,0,0,0,0,0,770.03,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Mareca strepera,Anas strepera,Anas strepera,Anas strepera,Gadwall,알락오리,0,0,0,0,0,0,0,0,30,70,0,80,20,0,0,0,0,0,0,915.58,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Melanitta americana,Melanitta  americana,Melanitta nigra,Melanitta americana,Black Scoter,검둥오리,70,0,0,10,0,0,0,0,10,10,100,0,0,0,0,0,0,0,0,1049.98,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Melanitta deglandi,Melanitta deglandi,Melanitta fusca,Melanitta fusca,White-winged Scoter,검둥오리사촌,80,0,0,10,0,0,0,0,0,10,80,20,0,0,0,0,0,0,0,1800.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Mergellus albellus,Mergellus albellus,Mergellus albellus,Mergellus albellus,Smew,흰비오리,70,0,0,20,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,608.55,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Mergus merganser,Mergus merganser,Mergus merganser,Mergus merganser,Goosander,비오리,10,10,10,70,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,1451.02,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Mergus serrator,Mergus serrator,Mergus serrator,Mergus serrator,Red-breasted Merganser,바다비오리,20,0,0,70,0,0,0,0,0,10,80,20,0,0,0,0,0,0,0,1015.17,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Mergus squamatus,Mergus squamatus,Mergus squamatus,Mergus squamatus,Scaly-sided Merganser,호사비오리,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1234,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Netta rufina,Netta rufina,Netta rufina,Netta rufina,Red-crested Pochard,붉은부리흰죽지,0,0,0,0,0,0,0,0,30,70,50,50,0,0,0,0,0,0,0,1118,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Sibirionetta formosa,Anas formosa,Anas formosa,Anas formosa,Baikal Teal,가창오리,10,0,0,0,0,0,0,0,20,70,0,70,30,0,0,0,0,0,0,433.98,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,King Eider,호사북방오리,80,0,0,0,0,0,0,0,10,10,80,20,0,0,0,0,0,0,0,1616.71,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Spatula clypeata,Anas clypeata,Anas clypeata,Anas clypeata,Northern Shoveler,넓적부리,60,0,0,0,0,0,0,0,20,20,20,80,0,0,0,0,0,0,0,612.56,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Spatula querquedula,Anas querquedula,Anas querquedula,Anas querquedula,Garganey,발구지,40,0,10,10,0,0,0,0,10,30,100,0,0,0,0,0,0,0,0,325.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Tadorna cristata,Tadorna cristata,#N/A,#N/A,Crested Shelduck,원앙사촌,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
